base_symbol,base_address,chain,dex,price_usd,liquidity_usd,liquidity_known,fdv,volume_h24,age_hours,price_change_h1,market_score,rugcheck_score_0_100,lp_locked_pct,has_danger_flag,combined_score,community_score,has_working_website,num_socials,community_notes,risk_flags,url,scanned_at
Norman,4PYVWqC358kpvKYDrwbniVAeUXUq6dULa27Z2TCVpump,solana,pumpswap,0.0001520,32557.77,True,152018,364272.04,0.4,98.95,0,50,100,False,6,4,True,2,"web verificada OK (https://www.normancatsol.fun); redes enlazadas: telegram, twitter (2)",High market cap per holder (warn),https://dexscreener.com/solana/fykkmngiuwhfqperhdxng6yvdqqg4dkrxmqmrwtemknk,2026-09-18T11:43:08Z
