base_symbol,base_address,chain,dex,price_usd,liquidity_usd,fdv,volume_h24,age_hours,price_change_h1,market_score,rugcheck_score_0_100,lp_locked_pct,combined_score,risk_flags,url,scanned_at
NPU,8wddogYY7iXtPKZTjaqdoatHSW8BmmcicFEzsddupump,solana,meteora,0.00002380,36.53,23801,1.13,0.5,6.95,6,54,98.17131083342666,13,liquidez muy baja ($37); FDV/liquidez extremo (652x); High market cap per holder (warn); Low Liquidity (danger),https://dexscreener.com/solana/87pffcekwjcjzirpggriuuzayqlp664vnzcknghy2jcz,2026-09-18T10:25:15Z
DEX,9dEnA413q8LLg9jhk12h4e2DRKSnPQ2T3wiszvcyWwsP,solana,pumpfun,,0,0,0,6.2,0,3,67,100,11,liquidez muy baja ($0); Creator history of rugged tokens (danger),https://dexscreener.com/solana/hch8wjmf8jpevkaqi8cj1uzmsqsjwbrmgr51rj6uqcm2,2026-09-18T10:25:10Z
$THC,8DVEh2yo3iTqQThHp5Twnhf9Tq4M3SQG2ZdVPcu1pump,solana,pumpfun,0.000007983,0,7983.3,901.86,3406.4,19.11,3,53,100,10,liquidez muy baja ($0); Creator history of rugged tokens (danger),https://dexscreener.com/solana/5qlsfjur82mwbijw43uxlztm56nqvpm3yt78qkdv2p9h,2026-09-18T10:25:01Z
XDOG,937pkCPPz1X7rbCxKnnhQRejMBiGi8p7BSHcjcKHpump,solana,pumpswap,0.000002119,2220.42,2082,428956.93,3.6,0.02,3,54,100,10,"liquidez muy baja ($2,220); High market cap per holder (warn); Low Liquidity (danger)",https://dexscreener.com/solana/8zpemkjjiuojgrca8py3sgthphxupsbbeczzh4gbgbk9,2026-09-18T10:25:07Z
Social,C5iQf1noqm6vPTdy823CQR6MaPrKdNKCwRpDEBVpump,solana,pumpswap,0.000002734,2664.94,2525,74096.88,7.5,-1.28,3,53,100,10,"liquidez muy baja ($2,665); High market cap per holder (warn); Low Liquidity (danger)",https://dexscreener.com/solana/g5mpeqfbagsuvt3nofxbf4ktcyiiw7q9ghfvmkl5mgby,2026-09-18T10:25:13Z
PiPa,DGEhE7kAvaFkacmtsKpHkvcY1aijX1TzGFYWWvo4pump,solana,pumpswap,0.000002642,2718.46,2643,372444.29,0.2,-93.75,3,53,100,10,"liquidez muy baja ($2,718); High market cap per holder (warn); Low Liquidity (danger)",https://dexscreener.com/solana/g3qjobpbkal2zzncucgutah7g3mbhmgurz9yvtarjfzn,2026-09-18T10:25:14Z
GBAGS,HQQgg3RmQTsmXAitLE1SNE29poHGiQ1bbpdEn9FEpump,solana,pumpswap,0.000002390,2731.02,2330,1304350.45,1.2,-97.49,3,53,99.78610376420434,10,"liquidez muy baja ($2,731); High market cap per holder (warn); Low Liquidity (danger)",https://dexscreener.com/solana/fq4xjzhm7kagaa2vhnsmxbdpwmqnbq6hpoyzkzxxw3c4,2026-09-18T10:25:21Z
MAYA,FfnrjpS4oKVcRTEx5vTQwenefFN2699bmKaaoA4bpump,solana,pumpswap,0.000002164,2330.42,2126,731886.21,1.3,-99.06,3,53,0,10,"liquidez muy baja ($2,330); High market cap per holder (warn); Low Liquidity (danger)",https://dexscreener.com/solana/4h5rw27deqsvxsksymanly4voupsrvrbtkz9zrr96qz5,2026-09-18T10:25:24Z
LFOWN,5gDnzAC4EEFmTjFzFjHUXS7wx5Cdvi2NTKGZT61meta,solana,meteora,0.05979,154800.57,771328,177641.54,239.9,34.75,0,72,0,9,Mint Authority still enabled (danger); Low Liquidity (danger); Mutable metadata (warn),https://dexscreener.com/solana/debwvgrdky3widwrtcvs22bh1vqgglocnfsmzmpbfdx9,2026-09-18T10:25:19Z
STREAMED,DDkRu4m2BihseXpkdicfMJ8WZHHhHZ8MKKWEnu1aLive,solana,pumpswap,0.000007645,5810.11,7118,306590.23,6.9,-1.78,1,51,99.99999083529386,7,"liquidez baja ($5,810); High market cap per holder (warn); Low Liquidity (warn)",https://dexscreener.com/solana/gg6sbtsarw9lfh2srg3dhvfmms9w5hkorlrvobdqtyvi,2026-09-18T10:25:05Z
uPUMP,SYLxv8TvHf5uAzAFhnTvyoYyxAuGYpjN3qYVWE6pump,solana,pumpswap,0.00003639,15037.19,36398,321008.43,0.5,-16.93,1,50,99.81069127089862,7,"liquidez baja ($15,037); High market cap per holder (warn)",https://dexscreener.com/solana/dkbycbkzrmgzhuahcwo4sp4rahyyxbtch2lvmzfexry3,2026-09-18T10:25:22Z
MOOSE,7fod2HBBZPw7aP1VgWEY4CbcLpA5jnyCAuYrDprYrZZs,solana,raydium,0.0001271,30789.2,127171,150325.49,34.6,-15.96,0,50,99.9993635901426,6,High market cap per holder (warn),https://dexscreener.com/solana/2utedavmvtcqycbivcpgrgnhpeadrkcpajug2fmffv9e,2026-09-18T10:25:06Z
HYLOCAT,4SF5QyYSWPXnQMrQk4t1yQnbzGK6GrPtsn2nginQSTNK,solana,raydium,0.0001490,37208.25,149003,230537.03,37.0,45.12,0,50,99.97351096881553,6,High market cap per holder (warn),https://dexscreener.com/solana/amuffyyej7cqwss5s2z32vldsyqwo7mqu1gbzzox6hzg,2026-09-18T10:25:22Z
ARCDEV,AqGyamSkdVxstr1PdW66Z9cEr4TgagTreFjxtvf8CvRw,solana,pumpfun,0.000002984,0,2984.34,892.6,30.8,-6.3,3,1,100,3,liquidez muy baja ($0),https://dexscreener.com/solana/8kvyw46kv1dljt3yrcgjzjsmjexpg5gacydnre6qrjmu,2026-09-18T10:25:08Z
BOOSTS,9qE3NdMsBn3ktfjdZoCzFEA2xbHajwbqsrMr47bFzfK2,solana,pumpfun,,0,0,0,6.3,0,3,1,100,3,liquidez muy baja ($0),https://dexscreener.com/solana/gosy7wrer2975kcevbpfiszwutaumewhhbtebbvmzwt9,2026-09-18T10:25:08Z
Raccoon,577BPTNWrJsMhSf5HBdVUjjuFqLJfHSHGcyw1447pump,solana,pumpfun,0.000009797,0,9797.4,36635.9,0.1,85.14,3,1,100,3,liquidez muy baja ($0),https://dexscreener.com/solana/afifugjmv8bksjkpmasctcvq83amdaw57hansxcqzdek,2026-09-18T10:25:14Z
JAMES,A94LELqXmx2jqrdj1NzMkjT5wEKchihsJN9w9wqPpump,solana,pumpfun,0.000004191,0,4191.27,138017.64,0.7,4.33,3,1,100,3,liquidez muy baja ($0),https://dexscreener.com/solana/4mys6vrtbg9fmzknzxbtpm2borw2pkwpt86grrll5jdy,2026-09-18T10:25:16Z
kaRAT,4wMsC8i17A736EVh4sY4ak9WzCQRxdrSovSZP9Q4pump,solana,pumpswap,,0,0,0,113.6,7.98,3,1,99.97071937650811,3,liquidez muy baja ($0),https://dexscreener.com/solana/9uj6yeygz58kv4maokxb87gqnprghgatzc57wa2kdpqw,2026-09-18T10:25:17Z
JevBot,23pR818wV3h2aPqh8Tvvb89SwW28MqSUmMpLDUb2pump,solana,pumpfun,0.000003096,0,3096.21,25764.66,0.8,-13.42,3,1,100,3,liquidez muy baja ($0),https://dexscreener.com/solana/27tx8ovzqtpplks94mzb1reh8n4cwbxkcrbqsbmm44ua,2026-09-18T10:25:18Z
TILCAYO,9BRyuhJFredj7NZG64w2s7WFuoVaXYPdGfr8a3eTpump,solana,pumpfun,,0,0,0,12.7,0,3,1,100,3,liquidez muy baja ($0),https://dexscreener.com/solana/9rhzdr2v9jemcfcm7u6byzlunpqvjvj5eyebk3uwnb3j,2026-09-18T10:25:20Z
TIGRINO,91ryaCo5yGpYZM3bs6GUPs97VWJQj7RozBmqPULgpump,solana,pumpfun,0.00001058,0,10585.93,74633.61,1.3,-6.89,3,1,0,3,liquidez muy baja ($0),https://dexscreener.com/solana/f9njnkcwvmfcsovgpyhcfi9cj2a2tamy8ykdjw7zsaeh,2026-09-18T10:25:23Z
PEPE,c4YfFpRo6kmRQWZTHrJvaF6wNiRxvAaRaJwgtBsPjDK,solana,pumpfun,0.000003408,0,3408.96,122678.44,1.4,-12.45,3,1,100,3,liquidez muy baja ($0),https://dexscreener.com/solana/g7kcvj1zhwnernvr4q5jv85mkbvwp4opgzjtg7dtr731,2026-09-18T10:25:25Z
SISCAT,2667awHM5dugyULLPq2wQgEExXXa7hHfrpwefFqNpump,solana,pumpfun,0.00001072,0,10727.33,30927.74,3.3,3.28,3,1,100,3,liquidez muy baja ($0),https://dexscreener.com/solana/drcxmkyuwcshfydtltts9hwxyxlkausfvw9uuu3ra3wt,2026-09-18T10:25:26Z
CANDLE ,9wajV6qL342kpEaV3J2WXWexeajFFvJVcBXXSLebpump,solana,pumpswap,0.00004271,16064.53,41001,4257.32,227.6,0.86,1,1,100,1,"liquidez baja ($16,065)",https://dexscreener.com/solana/fldxsunpdz79n5xzeycpkyekpgekubpnv6uoo5hkhnjt,2026-09-18T10:25:09Z
ニーナ,4775QEyTS7ECpvhbeEg1a5XUjpK6CtEJwRpw6vvwpump,solana,pumpswap,0.0001673,37997.99,162680,285326.92,113.4,-4.76,0,1,99.9883363467562,0,sin señales de riesgo detectadas,https://dexscreener.com/solana/f7ec4mc9rcrgyfeyhb1gfxjxegsco87delpxndka4jza,2026-09-18T10:25:02Z
Alpaca,FfgtU4bMte3JRZGX7kcNVywxiGoSqUTga8eZxTSFpump,solana,raydium,0.0001114,48677.57,107335,981.33,16548.4,0.9,0,1,99.99993512354182,0,sin señales de riesgo detectadas,https://dexscreener.com/solana/amzjqtcjfxqnzerkhgr4b9uswj5mtb3n5dhah5zbmriz,2026-09-18T10:25:03Z
WOW,72yxYmhLgDGwdyi2b9GjDynBB6VuG3kDxNKqDbzXh5bi,solana,raydium,0.0006943,74470.79,694329,339668.77,96.4,-0.95,0,1,96.81531772447164,0,sin señales de riesgo detectadas,https://dexscreener.com/solana/lez2dh1y7bqzaghybxqkb6fnxobkqpspihv3emklbrv,2026-09-18T10:25:04Z
SXM,GsN18GJ2zWoMh32QENu3rwH3iPYzF3SmJxaAnaAopump,solana,pumpswap,0.00009130,24417.21,87361,77260.32,8.4,8.34,0,1,100,0,sin señales de riesgo detectadas,https://dexscreener.com/solana/69bgzg97dpenqoxnr9dfuycatfteunsh5kggawwgs6uz,2026-09-18T10:25:11Z
$Gatto,25Lrwta8CGeMt3pmxy7DivhJzRzBp5Ne76bdaxbPpump,solana,pumpswap,0.00006906,20895.71,65857,35470.79,6.6,23.86,0,1,100,0,sin señales de riesgo detectadas,https://dexscreener.com/solana/8wptptnyqkjgzuxrhopar4z323rauaoagrraruumjymn,2026-09-18T10:25:12Z
2Trucks1Pump,8wYeky27rpLy6Kz63n2chVNGcyaHwdyZkbMD8wRwpump,solana,pumpfun,0.000004439,0,4439.22,93647.26,13.9,0.27,3,1,99.98364549207054,3,liquidez muy baja ($0),https://dexscreener.com/solana/9wjwzgot29qsedly8cqdqphqjdz8mmvd7qpr1s2gqspi,2026-09-18T10:27:29Z
NPU,8wddogYY7iXtPKZTjaqdoatHSW8BmmcicFEzsddupump,solana,meteora,0.00002439,36.97,24390,1.83,1.3,9.6,6,54,97.81981410672961,True,13,liquidez muy baja ($37); FDV/liquidez extremo (660x); High market cap per holder (warn); Low Liquidity (danger),https://dexscreener.com/solana/87pffcekwjcjzirpggriuuzayqlp664vnzcknghy2jcz,2026-09-18T11:13:29Z,False,"liquidez < $3,000; RugCheck marca al menos un riesgo 'danger'; varias señales de riesgo de mercado (posible pump/wash trading)"
HYPECAT,D4mjHnqH6bx5ukF2teAtFtuv4ktU8mrX6ZqquFRzpump,solana,meteora,0.00001624,28.21,16245,0.23,0.1,-2.32,6,50,99.69915910789292,False,12,liquidez muy baja ($28); FDV/liquidez extremo (576x); High market cap per holder (warn),https://dexscreener.com/solana/ff6kjv5usmeherwkus7w656fcv6mqdfmqaaeftbmqrer,2026-09-18T11:13:20Z,False,"liquidez < $3,000; varias señales de riesgo de mercado (posible pump/wash trading)"
DEX,9dEnA413q8LLg9jhk12h4e2DRKSnPQ2T3wiszvcyWwsP,solana,pumpfun,,0,0,0,7.0,0,3,67,0,True,11,liquidez muy baja ($0); Creator history of rugged tokens (danger),https://dexscreener.com/solana/hch8wjmf8jpevkaqi8cj1uzmsqsjwbrmgr51rj6uqcm2,2026-09-18T11:13:18Z,False,"liquidez < $3,000; RugCheck marca al menos un riesgo 'danger'; solo 0% de liquidez bloqueada"
$THC,8DVEh2yo3iTqQThHp5Twnhf9Tq4M3SQG2ZdVPcu1pump,solana,pumpfun,0.000007813,0,7813.08,1112.56,3407.2,-2.93,3,53,100,True,10,liquidez muy baja ($0); Creator history of rugged tokens (danger),https://dexscreener.com/solana/5qlsfjur82mwbijw43uxlztm56nqvpm3yt78qkdv2p9h,2026-09-18T11:13:09Z,False,"edad > 48.0h; liquidez < $3,000; RugCheck marca al menos un riesgo 'danger'"
STREAMED,DDkRu4m2BihseXpkdicfMJ8WZHHhHZ8MKKWEnu1aLive,solana,pumpswap,0.000004390,3941.23,4087,307577.05,7.7,-43.03,3,53,99.99998661323227,True,10,"liquidez muy baja ($3,941); High market cap per holder (warn); Low Liquidity (danger)",https://dexscreener.com/solana/gg6sbtsarw9lfh2srg3dhvfmms9w5hkorlrvobdqtyvi,2026-09-18T11:13:12Z,False,RugCheck marca al menos un riesgo 'danger'
XDOG,937pkCPPz1X7rbCxKnnhQRejMBiGi8p7BSHcjcKHpump,solana,pumpswap,0.000002138,2240.21,2102,428975.58,4.4,0.94,3,54,100,True,10,"liquidez muy baja ($2,240); High market cap per holder (warn); Low Liquidity (danger)",https://dexscreener.com/solana/8zpemkjjiuojgrca8py3sgthphxupsbbeczzh4gbgbk9,2026-09-18T11:13:14Z,False,"liquidez < $3,000; RugCheck marca al menos un riesgo 'danger'"
PiPa,DGEhE7kAvaFkacmtsKpHkvcY1aijX1TzGFYWWvo4pump,solana,pumpswap,0.000002139,2257.51,2075,372851.66,1.0,-95.37,3,54,100,True,10,"liquidez muy baja ($2,258); High market cap per holder (warn); Low Liquidity (danger)",https://dexscreener.com/solana/g3qjobpbkal2zzncucgutah7g3mbhmgurz9yvtarjfzn,2026-09-18T11:13:28Z,False,"liquidez < $3,000; RugCheck marca al menos un riesgo 'danger'"
LFOWN,5gDnzAC4EEFmTjFzFjHUXS7wx5Cdvi2NTKGZT61meta,solana,meteora,0.07432,182265.84,958752,449591.86,240.7,18.27,0,72,0,True,9,Mint Authority still enabled (danger); Low Liquidity (danger); Mutable metadata (warn),https://dexscreener.com/solana/debwvgrdky3widwrtcvs22bh1vqgglocnfsmzmpbfdx9,2026-09-18T11:13:33Z,False,edad > 48.0h; RugCheck marca al menos un riesgo 'danger'; solo 0% de liquidez bloqueada
MeiMei,CWaGFU2xboUfSx3TN7WytRcHKvccFjvqPPK9LWWwpump,solana,pumpswap,0.00004733,17057.61,47331,114562.12,0.3,11.6,1,50,100,False,7,"liquidez baja ($17,058); High market cap per holder (warn)",https://dexscreener.com/solana/dbyazrjjkgb4qts9efdg8qnwvn5n4e61qqmc5h2vdfpc,2026-09-18T11:13:22Z,True,
Merv,4zM8m2RYhtyUxLqd6VVWxAA8dg5WmyNpRSJUGtCbpump,solana,pumpswap,0.00001326,8395.84,13182,688142.96,1.0,-87.95,1,50,100,False,7,"liquidez baja ($8,396); High market cap per holder (warn)",https://dexscreener.com/solana/4kz6cejcryqqceogoy3l9sjjc1drrq32irjrpsgydbtc,2026-09-18T11:13:24Z,True,
ZECOLOGY,GsrHFN2qwJidVxppDSbHaywNF8F8woiJn32pgpXbKvDr,solana,raydium,0.00002387,12953.08,23879,42729.12,1.4,4.75,1,50,97.92054488463913,False,7,"liquidez baja ($12,953); High market cap per holder (warn)",https://dexscreener.com/solana/7uwa93vjdyyzfecr5v8enarm45d6xtbunuircf6mkowj,2026-09-18T11:13:25Z,True,
Uranus,9w6XCPQDKpiiuQY6MFBfuawUEpxpbNvsVyLq1RJgjupx,solana,meteora,0.00004270,24090.31,42701,434238.69,13.4,-7.43,0,50,0,False,6,High market cap per holder (warn),https://dexscreener.com/solana/11ur6brh3tmcmrvk9qm2dsvc1pgefgn9mnhjdkwhjtm,2026-09-18T11:13:08Z,False,solo 0% de liquidez bloqueada
MOOSE,7fod2HBBZPw7aP1VgWEY4CbcLpA5jnyCAuYrDprYrZZs,solana,raydium,0.0001214,30633.45,121418,150398.18,35.4,-6.61,0,50,99.99932796202881,False,6,High market cap per holder (warn),https://dexscreener.com/solana/2utedavmvtcqycbivcpgrgnhpeadrkcpajug2fmffv9e,2026-09-18T11:13:13Z,True,
VOFI,vofiPydP5yGMqgxUe9QUHKW7iWbesfRQ6kNomf7VQK9,solana,meteora,0.001883,38818.22,1883567,3147.01,28.1,0.02,0,50,100,False,6,High market cap per holder (warn),https://dexscreener.com/solana/fxcfwqt9i91cd66svlidel8ri6jhdwtcfpagsivczeup,2026-09-18T11:13:27Z,True,
